Id;Name;BuildId;Duration;CalcPrio;LastRun;Verdict;Cycle;LastResults
358;104;4;0.72;0;2020-05-29 13:32:20.364;0;4;[]
359;105;4;0.75;0;2020-05-29 13:32:20.364;0;4;[]
360;106;4;1.11;0;2020-05-29 13:32:20.364;0;4;[]
361;91;4;0.44;0;2020-05-29 13:32:20.364;0;4;[]
362;90;4;0.6;0;2020-05-29 13:32:20.364;0;4;[]
363;57;4;1.49;0;2020-05-29 13:32:20.364;0;4;[]
364;89;4;0.5;0;2020-05-29 13:32:20.364;0;4;[]
365;177;4;0.61;0;2020-05-29 13:32:20.364;0;4;[]
366;172;4;0.01;0;2020-05-29 13:32:20.364;1;4;[]
367;144;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
368;94;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
369;17;4;0.43;0;2020-05-29 13:32:20.364;0;4;[]
370;72;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
371;85;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
372;100;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
373;82;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
374;108;4;0.63;0;2020-05-29 13:32:20.364;0;4;[]
375;51;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
376;83;4;0.84;0;2020-05-29 13:32:20.364;0;4;[]
377;36;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
378;77;4;0.0;0;2020-05-29 13:32:20.364;0;4;[]
379;75;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
380;2;4;0.53;0;2020-05-29 13:32:20.364;0;4;[]
381;63;4;4.53;0;2020-05-29 13:32:20.364;0;4;[]
382;11;4;1.97;0;2020-05-29 13:32:20.364;0;4;[]
383;180;4;0.59;0;2020-05-29 13:32:20.364;0;4;[]
384;67;4;4.0;0;2020-05-29 13:32:20.364;0;4;[]
385;5;4;0.05;0;2020-05-29 13:32:20.364;0;4;[]
386;6;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
387;8;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
388;9;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
389;10;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
390;61;4;4.57;0;2020-05-29 13:32:20.364;0;4;[]
391;4;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
392;70;4;0.59;0;2020-05-29 13:32:20.364;0;4;[]
393;20;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
394;34;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
395;26;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
396;27;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
397;28;4;0.01;0;2020-05-29 13:32:20.364;0;4;[]
398;29;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
399;73;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
400;74;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
401;35;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
402;30;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
403;31;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
404;32;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
405;33;4;0.03;0;2020-05-29 13:32:20.364;0;4;[]
406;78;4;0.02;0;2020-05-29 13:32:20.364;0;4;[]
